PhraseID,PL
QID104_Choice1,"Ograniczona współpraca lub brak współpracy, oddzielne lub odizolowane procesy kreatywne, osobne zestawy narzędzi."
QID104_Choice2,"Ograniczona sformalizowana współpraca zespołów ds. zakupów i kreacji, osobne zestawy narzędzi."
QID104_Choice3,"Zespoły ds. zakupów i kreacji współpracują ze sobą, korzystając ze wspólnych narzędzi do zarządzania projektami."
QID104_Choice4,"Zespoły ds. zakupów i kreacji pracują cały czas razem – od planowania do realizacji – korzystając z narzędzi do współpracy, takich jak platforma CMP."
QID105_QuestionText,Jak można opisać metody testowania i ulepszania skuteczności kreacji w Twojej organizacji?
QID105_Choice1,Ograniczony zakres testów lub brak testów.
QID105_Choice2,"Odrębne działania, które nie są częścią większego planu testów."
QID105_Choice3,Regularne testy A/B. Wyniki są często wykorzystywane w następnej kampanii. Brak współpracy między zespołami lub współpraca w ograniczonym zakresie.
QID105_Choice4,"Połączenie testów A/B, ankiet konsumenckich i optymalizacji w czasie rzeczywistym. Wyniki są zawsze przekazywane do następnej kampanii i udostępniane zespołom cyfrowym."
QID105_Choice5,"Połączenie testów A/B, ankiet konsumenckich i optymalizacji w czasie rzeczywistym. Wyniki są zawsze przekazywane do następnej kampanii i udostępniane zespołom cyfrowym i niecyfrowym."
QID102_QuestionText,"Które z poniższych stwierdzeń najlepiej opisuje zakres, w jakim Twoja organizacja wykorzystuje dane do podejmowania decyzji związanych z tworzeniem kreacji?"
QID102_Choice1,Kreacje powstają głównie na podstawie zasad marki i produktu.
QID102_Choice2,Kreacje powstają głównie na podstawie statystyk z określonego kanału internetowego i zaawansowanych analiz.
QID102_Choice3,Kreacje powstają głównie na podstawie statystyk ze wszystkich kanałów internetowych i zaawansowanych analiz.
QID102_Choice4,Kreacje powstają głównie na podstawie statystyk z kanałów internetowych i nieinternetowych oraz zasad dotyczących marki i produktu.
QID106_QuestionText,"Jak szybko główne kanały Twojej firmy ładują się na urządzeniach mobilnych (np. witryna mobilna, aplikacja natywna, aplikacja internetowa)?➘<p class=""h-c-footnote"">Możesz <a href=""https://testmysite.withgoogle.com/"" target=""_blank"" rel=""noopener"">przeprowadzić test, korzystając z tego narzędzia.</a></p>"
QID106_Choice1,8 sekund lub dłużej.
QID106_Choice2,"Od 8 do 5,1 sekundy."
QID106_Choice3,"Od 5 do 3,1 sekundy."
QID106_Choice4,3 sekundy lub krócej.
QID107_QuestionText,Jak oceniasz wygodę użytkowników mobilnych głównych kanałów Twojej firmy?
QID107_Choice1,Nie zainwestowaliśmy w rozwiązania tylko dla użytkowników mobilnych.
QID107_Choice2,"Podstawowe funkcje działają dobrze na urządzeniach mobilnych, ale ogólnie kanały nie są zoptymalizowane pod kątem korzystania z urządzeń mobilnych."
QID107_Choice3,Użytkownicy mobilni mogą wygodnie korzystać ze wszystkich naszych kanałów.
QID107_Choice4,"Nasze rozwiązanie wykorzystuje najnowsze możliwości mobilne (np. pojedyncze logowanie, przyspieszone strony mobilne, progresywne aplikacje internetowe, aplikacje błyskawiczne) i jest uważane za najlepsze w swojej klasie."
QID108_QuestionText,"Jakich metod używa Twoja organizacja, by dostosować swój główny kanał (np. witryna, aplikacja natywna, aplikacja internetowa)?"
QID108_Choice1,Nie używamy personalizacji stron.
QID108_Choice2,Podstawowa personalizacja strony na podstawie kilku segmentów klientów (np. nowych i zalogowanych użytkowników).
QID108_Choice3,Zaawansowana personalizacja witryny z wykorzystaniem ciągłych testów opartych na danych historycznych i modelowaniu predykcyjnym w czasie rzeczywistym (np. rekomendacja produktu). Używamy głównie danych online.
QID108_Choice4,Zaawansowana personalizacja witryny z wykorzystaniem ciągłych testów opartych na danych historycznych i modelowaniu predykcyjnym w czasie rzeczywistym (np. rekomendacja produktu). Korzystanie z danych online i offline (np. danych systemowych lub danych programów lojalnościowych sprzedawców).
QID109_QuestionText,Jaki poziom personalizacji przekazu stosuje Twoja organizacja w sieci reklamowej?
QID109_Choice1,Nie używamy tego kanału lub wyświetlamy ten sam przekaz wszystkim użytkownikom.
QID109_Choice2,Przekaz jest dostosowany do szerokiego zakresu segmentów (np. istniejących klientów i potencjalnych klientów).
QID109_Choice3,Przekaz jest dostosowany do wszystkich dostępnych segmentów.
QID109_Choice4,"Przekaz jest dostosowany do wszystkich dostępnych segmentów i innych danych wejściowych, takich jak lokalizacja lub pora dnia."
QID110_QuestionText,Jaki poziom personalizacji przekazu stosuje Twoja organizacja w kampaniach wideo?
QID110_Choice1,Nie używamy tego kanału lub wyświetlamy ten sam przekaz wszystkim użytkownikom.
QID110_Choice2,Przekaz jest dostosowany do szerokiego zakresu segmentów (np. istniejących klientów i potencjalnych klientów).
QID110_Choice3,Przekaz jest dostosowany do wszystkich dostępnych segmentów.
QID110_Choice4,"Przekaz jest dostosowany do wszystkich dostępnych segmentów i innych danych wejściowych, takich jak lokalizacja lub pora dnia."
QID112_QuestionText,Jaki poziom personalizacji przekazu stosuje Twoja organizacja w sieci wyszukiwania?
QID112_Choice1,Nie używamy tego kanału lub wyświetlamy ten sam przekaz wszystkim użytkownikom.
QID112_Choice2,Przekaz jest dostosowany do szerokiego zakresu segmentów (np. istniejących klientów i potencjalnych klientów).
QID112_Choice3,Przekaz jest dostosowany do wszystkich dostępnych segmentów.
QID112_Choice4,"Przekaz jest dostosowany do wszystkich dostępnych segmentów i innych danych wejściowych, takich jak lokalizacja lub pora dnia."
QID113_QuestionText,Jaki poziom personalizacji przekazu stosuje Twoja organizacja w kampaniach społecznościowych?
QID113_Choice1,Nie używamy tego kanału lub wyświetlamy ten sam przekaz wszystkim użytkownikom.
QID113_Choice2,Przekaz jest dostosowany do szerokiego zakresu segmentów (np. istniejących klientów i potencjalnych klientów).
QID113_Choice3,Przekaz jest dostosowany do wszystkich dostępnych segmentów.
QID113_Choice4,"Przekaz jest dostosowany do wszystkich dostępnych segmentów i innych danych wejściowych, takich jak lokalizacja lub pora dnia."
QID114_QuestionText,Jaki poziom personalizacji przekazu stosuje Twoja organizacja w kampaniach e-mailowych?
QID114_Choice1,Nie używamy tego kanału lub wyświetlamy ten sam przekaz wszystkim użytkownikom.
QID114_Choice2,Przekaz jest dostosowany do szerokiego zakresu segmentów (np. istniejących klientów i potencjalnych klientów).
QID114_Choice3,Przekaz jest dostosowany do wszystkich dostępnych segmentów.
QID114_Choice4,"Przekaz jest dostosowany do wszystkich dostępnych segmentów i innych danych wejściowych, takich jak lokalizacja lub pora dnia."
QID115_QuestionText,"Jak Twoja organizacja wykorzystuje dane z zasobów online, by poprawić wygodę użytkowników offline (np. w sklepach, na wydarzeniach lub w centrach telefonicznej obsługi klienta)?"
QID115_Choice1,Ograniczone wykorzystanie danych z zasobów online lub w ogóle nie wykorzystujemy tych danych.
QID115_Choice2,Od czasu do czasu dzielimy się danymi z kanałów internetowych z zespołami offline.
QID115_Choice3,"Mamy sprawny proces, którego celem jest poprawa wygody użytkowników przechodzących od zasobów online do punktów kontaktu offline."
QID115_Choice4,"Mamy sprawny proces i połączyliśmy systemy online i offline (np. korzystamy z danych analityki internetowej, by zapewniać spersonalizowane wrażenia klientom sklepów tradycyjnych)."
